title,score,members,favorites
Shingetsutan Tsukihime,7.04,108116,582
Gunners,4.32,136,0
Kaze wo Nuke!,6.17,280,0
Hellsing,7.6,395276,4823
One Piece: Jango no Dance Carnival,7.29,25399,26
Kidou Keisatsu Patlabor the Movie,7.57,19749,100
Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,7.1,5249,3
Sabaku no Takara no Shiro,4.82,127,0
Lesson XX,6.05,5424,4
Kemono Friends 2,0.0,2305,9
Burutabu-chan,5.17,75,0
Tokyo Onlypic,4.87,109,0
Cheonnyeon-yeowoo Yeowoobi,7.37,10407,36
Gunparade Orchestra OVA,5.98,495,0
Fortune Dogs,6.56,549,4
Ginga Tetsudou 999: Diamond Ring no Kanata e,6.72,946,1
Vanquished Queens,6.18,7459,5
Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,6.54,526,0
Netsuzou TRap,5.52,69763,160
Shounen Ashibe 2: Ashibe no Kanashii Yume,5.54,93,0
Chou Yuu Sekai: Being the Reality,6.48,8875,22
Saki,7.55,64971,752
Deban Desu Yo! Onigirizu,4.36,209,0
Pokemon: Pikachu to Eievui Friends,7.0,5214,3
FlashBack,6.83,1866,2
Obake no Q-tarou (1985),6.45,231,2
Capsule Samurai,4.57,40,0
All Alone With You,7.3,10720,38
One: Kagayaku Kisetsu e,5.24,2564,3
Dragon League,7.16,802,5
Uhou Renka,6.92,6589,20
Paizuri Cheerleader vs. Sakunyuu Ouendan!,6.82,3016,14
Coral no Tanken,5.77,106,0
Ginsoukikou Ordian,5.76,1644,2
Vandread: Taidou-hen,6.88,5781,3
Nana to Kaoru,5.73,15898,33
Kussetsu,6.07,807,0
Sengoku Kitan Youtouden Movie,6.03,3549,2
Bakumatsu no Spasibo,6.82,830,0
Psycho-Pass Movie,7.87,135932,397
.hack//The Movie: Sekai no Mukou ni,7.25,13573,23
Nar Doma Manner Movie,4.0,116,0
Wakakusa no Yon Shimai,6.6,644,0
Toaru Kagaku no Railgun: Motto Marutto Railgun,6.94,30113,22
Oneechan ga Kita Special,6.56,15021,2
PriPara Movie: Mi~nna Atsumare! Prism☆Tours,6.68,1199,3
Tachibanakan Triangle,5.4,25815,30
World&#039;s End Umbrella,6.16,132,1
3-D Heaven,4.7,253,2
Himesama Gentei!,6.98,5512,21
Happy Weekend,5.32,204,0
Usahana: Yumemiru Ballerina,6.1,176,1
Virtual Star 2000,5.57,137,1
Gokudou-kun Manyuuki,7.59,9764,98
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,6.67,9151,15
Eigo de Utatte Asobou,5.0,62,0
Diary,5.77,85,0
High School DxD BorN,7.68,317697,2801
Hare Tokidoki Buta,4.94,109,0
Dareka no Manazashi,7.5,40375,69
Hanoka,4.02,2142,9
Anne no Nikki,6.99,4237,3
Shaman King,7.83,215353,2829
Tistou Midori no Oyayubi,6.9,448,0
Septem Charm Magical Kanan,6.12,1674,3
JK Meshi!,4.64,8375,2
Pokonyan!,6.75,429,3
Gegege no Kitarou (1985),6.77,945,1
Utsunomiko: Heaven Chapter,6.0,454,0
Masamune-kun no Revenge OVA,0.0,11621,19
One Piece: Episode of Alabasta - Prologue,7.4,6502,5
Nandarou,5.32,1942,0
Kyoto Teramachi Sanjou no Holmes,0.0,2849,2
Re:Zero kara Hajimeru Isekai Seikatsu: Memory Snow,0.0,48108,118
K: Seven Stories - The Idol K,0.0,313,0
Rain Town,7.3,15208,37
Papuwa,6.99,1131,13
Nariyuki: Papakatsu Girls!! The Animation,7.04,1644,8
Harukanaru Toki no Naka de: Hachiyou Shou OVA,6.64,1565,3
Kimi Shitteru? Shuto Enjou Anime Tokyo Dai Kuushuu,5.67,34,0
Hentai Ouji to Warawanai Neko.,7.39,268962,1464
Tonari no Seki-kun OVA,7.47,26404,7
Moero Arthur: Hakuba no Ouji,6.3,390,0
Sylvanian Families Mini Gekijou: Omoigakenai Okyakusama,5.0,87,0
Majokko Tickle,6.33,635,3
Tako ni Natta Okaasan,6.35,215,0
Innocent: Shoujo Memoria,6.13,1956,4
Gakuen Babysitters,7.91,52214,371
Refrain,5.4,163,0
Hyper ERT,5.69,104,0
Seisenshi Dunbine Memorial,5.76,307,0
Seikoujo: Haitoku no Biden Dorei,6.02,2451,5
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,6.61,23935,14
Sakura Taisen,6.97,13234,40
gdMen,6.08,1749,4
Ijime: Ikenie no Kyoushitsu,5.31,1084,1
Mekakucity Days,7.7,3887,65
Porong Porong Pororo 6,5.78,49,0
Pandra The Animation: Shiroki Yokubou Kuro no Kibou,7.01,4227,38
Stratos 4 OVA: Stratos 4.1 - Dutch Roll,5.97,403,1
Monster High: Kowa-ike Girls,5.76,387,0
Mobile Suit Gundam: Iron-Blooded Orphans,8.0,100279,1155
Futatsu no Kurumi,6.54,681,1
Qin Shi Ming Yue: Zhu Zi Bai Jia,7.35,654,4
Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,7.31,16382,25
Uta no☆Prince-sama♪ Maji Love Revolutions,7.2,36426,222
Mangchi,6.2,627,1
Ikezu,5.53,178,0
Ari-chan,5.2,342,1
Nekoronde ID,3.36,65,0
Queen Emeraldas,6.99,4297,8
Andes Shounen Pepero no Bouken,6.79,561,2
Mahou Shoujo Lyrical Nanoha,7.49,73400,933
Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,6.61,10178,4
Majutsushi Orphen: Revenge,6.92,10599,22
Hikoichi Tonchi Banashi,6.29,40,0
Norasco,4.89,136,0
Blood-C: The Last Dark,7.32,50375,112
Ikoku Meiro no Croisée The Animation,7.47,44459,135
Oz no Mahoutsukai no Koutsuu Anzen no Tabi,8.0,64,0
Hadashi no Gen 2,7.46,6286,5
Kyoushoku Soukou Guyver (2005),7.35,14735,141
Kaibutsu-kun (1980),6.69,407,1
Sekai Seifuku: Bouryaku no Zvezda,7.15,91844,253
Ikkitousen: Dragon Destiny,6.91,54550,120
Saber Marionette J,7.42,20979,149
Starry☆Sky,6.26,41692,149
Aria The Avvenire,8.09,13843,76
Berserk Recap,6.17,5864,8
Tragic Silence: Shoujo Yugi,5.36,851,0
Doraemon Movie 26: Nobita no Kyouryuu 2006,7.55,3424,7
Trinity Seven Movie: Eternity Library to Alchemic Girl,7.41,64088,174
Onigakure Yama no Soba no Hana,5.48,129,0
Biju Tune!,4.09,39,0
Princess Lover!: Magical Knight Maria-chan,5.82,6912,2
Shibai Taroka,6.06,247,0
Makkuramori no Uta,5.71,158,1
Little Twins,5.81,110,0
Robot Girls Z Episode 0,6.2,1928,0
Harukoi Otome,6.73,4598,10
Audition,5.75,150,1
Kuroshitsuji Movie: Book of the Atlantic,8.54,61295,564
Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman,5.55,121,0
Dies Irae: Reimei,5.44,15331,5
Rozen Maiden: Träumend,7.74,81387,471
Koko ni Iru,6.06,518,0
McDull: Xiang Dang Dang,6.59,141,0
Mirai e no Kakehashi: Bridge for Future,5.7,406,0
Freedom,7.55,16393,62
Kounai Shasei,6.16,1537,6
Kisaku,6.62,1975,12
Shin Saru Kani Gassen (1939),5.29,158,0
Kowaremono,5.8,1873,3
Gohan Suki,5.0,65,0
Saki Zenkoku-hen,7.48,22983,101
The SoulTaker: Tamashii-gari - Komugi Daisakusen,5.97,1412,0
Wanna. SpartanSex Spermax!!!,6.89,4688,28
Fussa Shi PR Anime,4.67,283,0
Jagainu-kun,6.6,1125,6
Gugure! Kokkuri-san Specials,7.33,8478,9
Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,6.0,1694,5
NieA Under 7,6.92,21127,88
Swimming,5.27,186,0
"Sagashita no wa Oheya, Mitsuketa no wa Mirai",5.94,287,1
Otokonoko ♂ Delivery,6.14,2943,36
Soukou Kihei Votoms: Gen-ei Hen,6.92,1746,1
Uniminipet,6.27,100,0
No Littering,3.49,2799,1
Ten Count,0.0,1703,8
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,6.81,6730,38
Sora no Otoshimono Final: Eternal My Master,6.87,61479,251
Aishen Qiaokeli-ing... 2nd Season,7.48,7804,26
Overlord: Ple Ple Pleiades,7.05,39944,48
Kikansha Yaemon: D51 no Daibouken,5.28,161,0
Sougen no Ko Tenguri,6.13,574,1
Nippon Tanjou,5.67,118,0
Wala! Pyeon-uijeom The Animation,5.63,156,0
Getsuyoubi no Tawawa,6.51,39321,96
Zettai Zetsumei Dangerous Jiisan,5.44,124,0
Mushishi Zoku Shou,8.77,145925,894
Felix no Meitantei,3.87,113,0
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,7.02,26986,19
Tripod Baby,3.67,61,0
Kafun Shoujo Chuuihou! The Animation,7.21,8731,87
Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,5.92,6925,3
Tenshi no Tamago,7.63,52892,1058
Chiisana Kinomi (1995),5.19,131,0
Biohazard: Damnation,7.35,14732,32
Ippon Bouchou Mantarou,5.92,158,0
Shigurui,7.5,66096,613
Hinadori no Saezuri,5.53,815,1
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,6.8,2614,1
Tanaka-kun wa Kyou mo Kedaruge,7.3,16867,22
"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!",6.8,13292,9
One Piece Film: Z,8.32,110091,401
Otaku no Video,7.19,18074,62
Motto To LOVE-Ru,7.52,178793,767
Larva 2nd Season,6.22,229,2
Suiren no Hito,5.5,165,0
Sukitte Ii na yo.: Mei and Marshmallow,6.77,24604,65
Ys IV: The Dawn of Ys,6.03,381,0
Hello!! Kiniro Mosaic,7.6,45943,210
Nebula feat. Hatsune Miku,5.59,1309,1
Tobira wo Akete,5.84,1148,0
Girl Electric,5.99,153,0
Juusenki L-Gaim III: Full Metal Soldier,6.41,648,1
Night Wizard,6.77,29904,56
Dolittle-sensei Monogatari,6.27,103,0
Nee Summer!,7.17,11917,129
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,6.41,11361,5
Wei Qi Shao Nian 2,7.47,150,0
Shingeki! Kyojin Chuugakkou,7.07,80521,381
◯,3.89,955,1
Detective Conan Movie 10: Requiem of the Detectives,8.21,28891,25
Tokyo Juushouden: Fuuma Gogyou Denshou,5.45,344,0
Itsumo Kokoro ni Ho,5.55,194,0
Akikan!: Kan Ippatsu!? Onsen Panic,6.36,20067,6
Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors,5.8,478,0
Tsuideni Tonchinkan,7.21,296,3
Ijime Juuyon-sai no Message,5.5,63,0
Cutey Honey F,6.64,4999,11
Scary,3.8,48,0
Sore Ike! Anpanman: Inochi no Hoshi no Dolly,5.69,140,0
Hina Logi: From Luck & Logic,6.75,16670,38
Imouto Paradise!,6.82,10367,90
Xiong Chumo Zhi: Chunri Dui Dui Peng,4.07,87,0
Sayonara Space Shuttle,5.43,159,0
High School DxD Hero: Taiikukan-ura no Holy,6.97,23710,52
Mobile Suit Gundam: The Origin,8.46,28224,240
Chikan Densha,6.27,2711,9
Boyfriend,5.5,334,1
Shinano Mainichi Shinbun,5.57,1748,1
Senbon Matsubara,6.04,145,1
Shion,6.66,2878,28
Shuudan Chikan Densha,6.04,1343,1
Kaleido Star,8.03,51894,1155
Tsuru ni Notte: Tomoko no Bouken,6.47,423,0
Double Circle,4.95,4677,3
Yuru Yuri San☆Hai!,8.03,66090,495
Musashino!,0.0,2325,1
Minky Momo in Tabidachi no Eki,6.4,601,1
Tales of Eternia The Animation,6.29,13080,10
Ikkyuu-san,7.06,966,1
Ryouki no Ori: Dai 2 Shou,5.87,1234,2
Shenmue: The Movie,6.48,868,2
Gensoumaden Saiyuuki: Kibou no Zaika,7.08,3264,7
Megumi,6.07,1349,1
Mo Ri Shu Guang,0.0,608,1
Kitakubu Katsudou Kiroku: Miniature Theater,6.31,1488,0
Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,6.7,2397,8
Shin Megami Tensei Devil Children,6.48,1385,2
Saimin Jutsu The Animation 2nd,6.59,2985,12
Soukou Musume,0.0,500,0
Agukaru,5.14,1085,1
Diamond no Ace: Second Season OVA,7.58,4020,3
With You: Mitsumeteitai,5.51,789,0
Psycho-Pass SS Case 3: Onshuu no Kanata ni,0.0,4260,4
Bubblegum Crisis Tokyo 2040,7.17,23807,143
Toushi Gordian,6.55,437,0
Kekkero Ke,4.67,165,0
Mahou Shoujo Ore,6.86,40127,62
Inma Daitoshi: Beast City,5.79,1651,9
Gin no Saji,8.16,158741,1768
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,7.92,44763,290
Durarara!!x2 Ten: Onoroke Chakapoko,7.65,26586,28
Koukaku no Pandora: Ghost Urn,6.7,4735,3
Kusatta Kyoushi no Houteishiki,6.22,3215,8
Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,6.75,3010,1
Grim,5.39,209,0
Doukyuusei 2 (OVA),5.69,872,0
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,6.14,3308,0
001,3.33,2608,4
El,5.5,1370,2
Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,5.13,134,0
Ring of Gundam,5.33,2991,5
Kujira no Kora wa Sajou ni Utau,7.34,82292,305
Dallyeola Majing-ga-X,3.75,130,0
Kakurenbo,6.92,26831,95
Cosplay Complex: Extra Identification,5.86,2321,1
Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,6.81,1570,3
Eikoku Koi Monogatari Emma: Intermission,7.17,3763,5
Bakuhatsu Sunzen!! Tenshi no Countdown,5.63,2690,5
Tokyo Futago Athletic,7.27,236,1
Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,6.42,3177,18
Benpiyaku Colace,3.75,42,0
Kuro no Danshou,5.95,1678,4
Yamada-kun to 7-nin no Majo,7.41,34961,245
Pareo wa Emerald,5.46,171,0
Black Jack 21,7.7,7836,50
Seikai no Monshou,7.79,32132,362
Lupin III: Chi no Kokuin - Eien no Mermaid,7.3,3876,1
Akindo Sei no Little Peso,5.14,240,1
Kill Me Baby: Butsuzou Kegatte Nise Halloween,7.09,9117,8
Black Jack: Dr. Pinoko no Mori no Bouken,6.38,1518,1
Himouto! Umaru-chan R,7.49,90603,305
Hungry to Win,4.85,371,0
Mahou no Star Magical Emi: Semishigure,6.02,447,1
Boku no Hero Academia 2nd Season,8.76,583016,11671
Izumo: Takeki Tsurugi no Senki,6.32,9153,15
Rance: Sabaku no Guardian,6.38,3337,10
Sore Ike! Anpanman: Ningyohime no Namida,5.94,172,0
HenSemi,6.6,22148,38
Toshokan Sensou: Koi no Shougai,7.44,7435,5
One Piece Movie 5: Norowareta Seiken,7.39,43143,22
Gungrave,7.94,118226,1945
Ichigo 100% OVA,7.0,21424,15
Initial D First Stage,8.28,115355,3395
RahXephon: Pluralitas Concentio,7.12,11623,17
Suna no Bara: Yuki no Mokushiroku,6.29,856,2
Urusei Yatsura: The Shougaibutsu Suieitaikai,7.16,2467,6
Kara no Kyoukai 4: Garan no Dou,8.0,128075,221
SD Gundam Gaiden,5.88,1784,0
Yume ga Sameru made,7.15,2006,2
Nikuyome: Takayanagi Ke no Hitobito,7.14,4432,84
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,7.91,7700,5
Kyattou Ninden Teyandee,7.16,8416,48
Ma Shen,6.25,989,1
Ling Yu 2nd Season,6.93,555,1
Gakuen Handsome Special,5.7,1265,1
Choujin Locke Special,5.28,261,0
Fantastic Children,7.63,21328,230
MEMORiES MELODiES,7.12,1459,3
MM!,7.29,159562,639
Kyuukyoku no Sex Adventure Kamasutra,4.97,1033,3
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,6.28,170,0
Mahou Shoujo-tai Arusu the Adventure,6.86,3741,2
Nitaboh,7.49,5623,7
Tennen Koi-iro Alcohol,6.92,4132,19
Dai Yamato Zero-gou,5.83,802,1
Oni Chichi 2,6.91,15227,64
Porong Porong Pororo 2,6.0,118,0
Cheer Danshi!! Recap,5.95,3306,0
Mukidashi no Mitsuko,5.14,210,0
Yume no Hoshi no Button Nose,6.55,492,2
Higurashi no Naku Koro ni Kai,8.35,271169,5221
Free!: FrFr - Short Movie,7.76,44107,109
Saga-ken wo Meguru Animation (2017),5.78,394,2
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,6.32,713,1
"Ippun de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku",5.15,436,1
Maetel Legend,6.5,2521,3
Wind: A Breath of Heart OVA,6.3,2251,0
Shinsei Kamattechan,4.53,252,0
Fate/kaleid liner Prisma☆Illya 2wei! Specials,6.97,20647,15
Taifuu no Noruda,6.33,20677,11
Zettai Shounen,7.01,13438,50
Rinne no Lagrange Specials,6.27,3808,1
Cynical Hysterie Hour: Utakata no Uta,5.53,169,0
Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,6.16,167,1
The Snack World: Hitogirai no Renny,4.75,131,0
Kyou kara Ore wa!!,8.12,12153,151
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,7.49,63103,79
Nyoro-n Churuya-san,6.61,23721,41
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.49,313393,1876
Tetsuwan Atom: Atom Tanjou no Himitsu,6.28,537,1
Mobile Suit Victory Gundam,6.89,15475,85
2010,4.82,513,0
Mezame no Hakobune,6.09,2230,1
Gegege no Kitarou: Youkai Japan Rally 3D,4.32,224,0
Uchuujin Pipi,4.7,113,0
Shiawase no Ouji,6.75,95,0
Fresh Precure!,7.43,8777,109
Ari to Kirigirisu,3.6,79,0
Brothers Conflict Special,6.76,13877,17
Etsuraku no Tane The Animation,6.17,2833,10
Astro Boy: Tetsuwan Atom,7.01,12081,52
HORIZON feat. Hatsune Miku,5.76,1664,3
Onna Kyoushi,6.19,1894,4
Jakusansei Million Arthur: Forever Kakusansei Million Arthur,4.88,138,0
Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,7.3,5067,36
Soukou no Strain,7.13,16992,72
Cinderella Monogatari,7.46,4423,35
Porphy no Nagai Tabi,7.13,1722,4
Lupin III: Kutabare! Nostradamus,7.46,5584,1
Pico: My Little Summer Story,5.07,7180,96
Nijuusou: Wana ni Ochita Onna-tachi,5.5,377,0
Sword Gai: The Animation Part II,0.0,1592,2
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,7.41,2818,2
Hello Kitty no Mahou no Ringo,6.6,158,0
Fushigi Yuugi: Eikouden,6.98,13110,65
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,6.23,7690,13
Asu wo Tsukutta Otoko: Tanabe Sakurou to Biwako Sosui,5.43,164,0
Kaibutsu Oujo (OVA),7.17,9837,11
Digimon Adventure 02,7.35,146652,672
Kaze no Invitation,5.31,327,0
Mahoutsukai Sally: Haha no Ai wa Towa ni! Aurora no Tani ni Kodamasuru Kanashimi no Majo no Sakebi!,5.71,83,0
Kinnikuman II Sei: Second Generations,6.55,631,0
MapleStory,5.47,3677,5
Maria-sama ga Miteru 4th,7.92,13902,61
UFO Senshi Dai Apolon,6.29,468,3
Inuyashiki,7.9,200657,1211
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,6.9,9807,11
Happy Kappy,5.53,894,2
Hoozuki no Reitetsu 2nd Season,7.91,20890,35
Black Jack: Karte NG Extras,6.38,808,0
Uchuu no Kishi Tekkaman,6.39,1563,3
Unkai no Meikyuu Zeguy,5.75,1036,1
3-gatsu no Lion,8.43,192932,3918
Arigatou Kumanofu,4.38,108,0
Kamiusagi Rope x Panasonic Collaboration,5.31,182,0
Bakuen Campus Guardress,6.19,1807,4
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.99,61030,824
Pokemon Black and White 2: Introduction Movie,7.61,10560,16
Neko Neko Nihonshi 2nd Season,6.0,172,0
"Kamaishi no ""Kiseki"": Inochi wo Mamoru Tokubetsu Jugyou",4.75,139,0
Vandread: Gekitou-hen,6.98,5775,0
Cyborg 009: The Cyborg Soldier,7.36,18852,138
The iDOLM@STER Million Live! 1st Anniversary PV,6.02,1972,0
Doushitemo Eto ni Hairitai,6.66,222,2
Hanasaka Tenshi Tenten-kun,6.69,157,0
High School Jingi,5.83,126,0
Himitsukessha Taka no Tsume Countdown,5.93,272,0
Thermae Romae,7.1,15984,18
Nurarihyon no Mago,7.75,161192,1088
Tsushima Maru: Sayounara Okinawa,6.9,190,0
Anzen no Shiteiseki Child Seat,4.3,50,0
Neko Pitcher,7.04,374,0
Heungnyong Wang gwa Bihodongja,5.4,165,2
Bic Contact X Mameshiba Collab CM,5.18,226,0
The Siamese: First Mission,5.89,199,0
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,7.2,76680,57
Major S4,8.32,36476,151
Choujuu Giga,6.27,1042,0
Hunter x Hunter: Greed Island,8.3,73480,215
Kyoufu no Kyou-chan,5.11,110,1
D.Gray-man,8.16,423475,12129
Irotoridori,3.72,33,0
Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,7.06,912,3
Against,4.55,103,0
Major: World Series,8.46,18911,71
Memories Off #5 Togireta Film The Animation,6.29,2292,0
Dual Parallel! Trouble Adventures Special,7.01,4031,6
Kojika Monogatari,6.53,410,0
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,8.13,20351,502
Super Street Fighter IV,6.44,5124,3
Mahou Shoujo-tai Arusu,7.19,20130,68
Kaakaa Karasu no Kanzaburou,4.0,56,0
Asu no Yoichi!,6.95,135433,310
Pipi Tobenai Hotaru,5.0,111,0
Manga Aesop Monogatari,6.08,122,0
Licca-chan Fushigi na Mahou no Ring,6.04,452,0
Beluga,4.73,556,1
Aria The Origination: Sono Choppiri Himitsu no Basho ni...,8.11,14208,21
Tu Xia Zhi Qing Li Chuanshuo,5.95,120,0
Yasai no Yousei: N.Y.Salad 2nd Series,6.09,151,0
Pokemon: Pikachu Tankentai,6.61,16809,6
Seirei Tsukai,5.86,2121,2
Initial D: Project D to the Next Stage - Project D e Mukete,7.68,4693,1
Anata dake Konbanwa,6.92,4453,27
"The☆Doraemons: Strange, Sweets, Strange?",6.68,577,0
Kore ga Watashi no Goshujinsama,6.64,62471,130
Flicker Love No.1,5.85,88,0
Kamen no Maid Guy,7.11,31356,68
Neppuu Kairiku Bushi Road,7.32,28591,111
Boku no Hero Academia 2nd Season: Hero Note,7.38,44714,272
Boku wa Ou-sama (TV) Special,6.21,90,0
Surf Side High-School,5.33,227,0
Chuuka Ichiban!,7.7,10603,82
Yokoo&#039;s 3 Animation Films,4.81,544,3
Digimon Adventure tri. 3: Kokuhaku,7.96,39643,127
PJ Berri no Mogumogu Munyamunya Season 2,5.36,143,0
Endless Summer,5.43,104,0
Wu Geng Ji 2nd Season,8.46,319,1
Uchuu no Kishi Tekkaman Blade,7.55,10300,131
Lapis Re:LiGHTs,0.0,280,0
Yuuyake Banchou,6.21,185,0
Bishoujo Animerama: Miyuki-chan SOS-H Shichauzo,4.47,368,2
Milk House Dreaming: Ai no Shiki,4.72,191,0
Mobile Suit Gundam 00 Second Season,8.18,102403,1266
Gatchaman Crowds: Embrace,7.47,13138,10
Amigo Tomodachi,6.08,109,0
Fushigiboshi no☆Futagohime Gyu!,7.26,3060,30
Swing Out Sisters,7.31,8256,46
Hiyoko Gumo,5.42,557,1
Kagaku Ninja-tai Gatchaman,7.06,6006,52
"Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu... The Animation",6.63,1588,2
Sankarea,7.49,305513,1530
Oira Uchuu no Tankoufu,6.39,991,1
Kabocha no Oji-san,4.29,76,0
Osomatsu-san x Mameshiba,5.74,504,0
Shin Otokogi,6.65,123,0
Major S2,8.36,39997,229
Katekyo Hitman Reborn! x ēlDLIVE Special,6.9,6285,19
Kikaider 01 The Animation,6.92,2005,7
Kick-Heart,6.33,10377,9
Sengoku Basara,7.51,113297,1020
Suki na Mono wa Suki Dakara Shou ga Nai!!,6.89,35445,229
Implicity,5.98,1753,7
Youkai Watch,7.24,11332,125
Hi no Tori: Reimei-hen,7.06,175,0
Boys Be...,6.53,16869,38
Shin Saru Kani Gassen,5.4,155,0
Juuni Taisen,6.71,145539,316
Xianjing Chuanshuo RO: Shouhu Yongheng De Ai,6.09,484,0
Tong Zhi Zhe,6.62,678,8
Byeolnala Samchongsa,5.51,208,0
Tamayura,7.19,28204,90
I&#039;ll/CKBC,6.42,3880,5
Sinbad: Soratobu Hime to Himitsu no Shima Pilot,5.69,277,1
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,6.73,5158,5
Palladium: siroPd Motion Collective,5.7,47,0
Umineko no Naku Koro ni Specials,6.61,12224,20
UN-GO,7.49,103054,559
Hikawa Maru Monogatari,6.18,375,0
Washimo 4th Season,5.0,124,0
Pretty All Friends,0.0,447,2
Ikusa Otome Valkyrie G,6.6,2637,8
Ingoku Byoutou,5.95,1187,5
Oshin,7.9,327,1
Morinaga Nyuugyou x Mary to Majo no Hana,5.7,677,1
Iron Kid,7.05,1744,8
Pokemon Diamond & Pearl: Genei no Hasha Zoroark,7.07,32642,27
Monsuto Anime,6.39,3669,6
Mujintou Monogatari X,5.53,704,2
Mermaid Forest,7.13,17427,55
Hetalia World Series,7.86,76776,1099
PuriGorota: Uchuu no Yuujou Daibouken,5.01,2407,0
Yukidaruma,5.58,112,0
Dragon Ball Movie 3: Makafushigi Daibouken,7.05,32030,16
Shinsatsushitsu,4.42,813,0
Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,6.24,11319,15
Street Fighter II V,7.14,16852,85
Fantasista Stella,6.1,817,1
Ozma,6.14,12516,6
Utawarerumono Specials,7.71,12509,7
Strike the Blood: Valkyria no Oukoku-hen,7.41,45897,66
Kanzen Shouri Daiteiou,5.01,466,0
Fushigi Sekai Atagoul Monogatari,4.64,136,1
Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,5.61,255,0
B-Legend! Battle B-Daman Fire Spirits!,6.49,3103,11
Nihon no Obake-banashi,6.0,53,0
Kime Koi!,6.89,2478,2
Full Metal Panic! The Second Raid,8.03,184696,1244
Boku no Yayoi-san 2,6.1,1726,5
Hikaru Genji: Taiyou ga Ippai,5.13,111,0
Macross Fufonfia Specials,5.49,549,0
Sekai de Ichiban Tsuyoku Naritai! Specials,5.81,4768,4
Capsule Boy,5.14,56,0
Seiyou Kottou Yougashiten: Antique,7.14,25448,94
Popolocrois Monogatari,7.14,1659,12
"Satto Anshin, SAT x Peeping Life",4.06,147,0
Freezing,7.11,203321,1051
Chou Kousoku Gran Doll,5.64,1103,1
"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",5.75,176,1
His Lipstick,4.4,92,0
Shin Dokonjou Gaeru: Dokonjou Yumemakura,6.13,115,0
Kyoufu Shinbun,5.03,246,0
Kinnikuman: Haresugata! Seigi Choujin,6.27,372,0
Beanuts,4.69,77,0
Mnemosyne: Mnemosyne no Musume-tachi,7.44,120731,911
Potemayo Specials,7.41,3194,1
Youkai Watch: Shadow Side,6.34,248,1
Ichirin-sha,6.11,1037,0
Koutetsu Tenshi Kurumi Encore,6.81,5242,7
Dreaming Pupa: Yumemiru Bokura,4.88,203,0
Piyo no Ongaeshi,4.77,84,0
"""Eiji""",5.95,1148,2
"Dorami-chan: Wow, The Kid Gang of Bandits",5.61,178,0
Pokemon XY: Hakai no Mayu to Diancie,6.67,14164,4
Shi Xiong,6.84,1617,5
