title,type,source,episodes,airing,studio
Kitakubu Katsudou Kiroku,TV,Manga,12,False,Nomad
The iDOLM@STER Live For You!,OVA,Game,1,False,Actas
Nudl Nude 2,OVA,Unknown,1,False,
Futari wa Precure,TV,Original,49,False,Toei Animation
Seikimatsu★Darling,OVA,Manga,1,False,
Yami no Shihosha Judge,OVA,Manga,1,False,
Oushitsu Kyoushi Heine,TV,Manga,12,False,Bridge
Humanoid Girl,Music,Music,1,False,
Hwanggeum Nalgae 1.2.3.,Movie,Unknown,1,False,
Yes! Precure 5 GoGo!,TV,Original,48,False,Toei Animation
Mini Van 2nd Season,TV,4-koma manga,26,False,DLE
Asura Cryin&#039; 2,TV,Light novel,13,False,Seven Arcs
Happiness!: Watarase Jun no Kareinaru Ichinichi,OVA,Visual novel,1,False,Artland
Himiko-den,TV,Game,12,False,Group TAC
Viewtiful Joe,TV,Game,51,False,Group TAC
Pyuu to Fuku! Jaguar: Return of Yaku Ichinenburi,OVA,Unknown,3,False,
Usavich Zero,TV,Original,13,False,Kanaban Graphics
Sprite: Between Two Worlds,OVA,Unknown,2,False,J.C.Staff
Howl no Ugoku Shiro,Movie,Novel,1,False,Studio Ghibli
Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,Movie,Unknown,1,False,Sunrise
Bakabon Osomatsu no Karee wo Tazunete Sansenri,Special,Original,1,False,Studio Pierrot
Fuyu no Semi,OVA,Manga,3,False,Venet
Ran->Sem: Hakudaku Delmo Tsuma no Miira Tori,OVA,Visual novel,2,False,
Gokyoudai Monogatari,TV,Manga,32,False,
Kando≠Reduction,Music,Music,1,False,
Peeping Life TV: Season 1??,TV,Unknown,12,False,Tatsunoko Production
Ichiendama no Tabigarasu,Music,Original,1,False,
Oedo wa Nemurenai!,OVA,Manga,1,False,Madhouse
Mikuni no Tame Ni,Movie,Original,1,False,
Field ni Soyogu Kaze,OVA,Unknown,1,False,
Yogen-sha Ikusei Gakuen: Fortune Tellers Academy,ONA,Game,1,False,
Hello Kitty no Yappari Mama ga Suki,OVA,Unknown,1,False,
Mirai Choujuu Fobia,OVA,Unknown,2,False,
Shounen Kenya,Movie,Unknown,1,False,Toei Animation
Shippuu! Iron Leaguer,TV,Original,52,False,Sunrise
Milk Junkie: Shimai-hen,OVA,Visual novel,4,False,
Cosplay Roshutsu Kenkyuukai,OVA,Visual novel,2,False,
Gun x Sword,TV,Original,26,False,AIC A.S.T.A.
Chaos Dragon: Sekiryuu Seneki,TV,Game,12,False,Silver Link.
Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,Movie,Unknown,1,False,TMS Entertainment
Kyak Kyak Kyak Flamenco,Music,Original,1,False,
Keppeki Danshi! Aoyama-kun,TV,Manga,12,False,Studio Hibari
Kurogane Communication,TV,Manga,24,False,APPP
Hikaru no Go: New Year Special,Special,Manga,1,False,Studio Pierrot
Watashi ga Nakou Hototogisu,Music,Music,1,False,Onionskin
Chimera,Movie,Novel,1,False,
Anime de Wakaru Shinryounaika,ONA,Manga,20,False,Shin-Ei Animation
Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,Special,Original,6,False,Actas
Cogimyun,ONA,Other,24,False,
Roba,Movie,Book,1,False,
PES: Peace Eco Smile - Drive your Heart,ONA,Unknown,1,False,Studio 4°C
Mang Huang Ji,ONA,Novel,19,False,
Mission-E,TV,Original,12,False,Studio Deen
Bousou Sengokushi,OVA,Unknown,2,False,
Fuyu no Semi Special,OVA,Manga,1,False,Venet
Yagami Yuu,OVA,Visual novel,1,False,Flavors Soft
Qin Shi Ming Yue Tebie Pian: Di Zi Jiang Xi,ONA,Novel,1,False,Sparkly Key Animation Studio
Uchuu Senkan Yamato: Aratanaru Tabidachi,Special,Unknown,1,False,
Bannou Bunka Neko-Musume (1998),TV,Original,12,False,Production Reed
TaoTao Ehonkan Sekai Doubutsu Banashi,TV,Original,52,False,
Jikuu Boukenki Zentrix,TV,Original,26,False,
Kaitou Joker 4th Season,TV,Manga,13,False,Shin-Ei Animation
Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,Movie,Unknown,1,False,Toei Animation
Ultrasonico,ONA,Other,1,False,
21 Emon Uchuu e Irasshai!,Movie,Unknown,1,False,Shin-Ei Animation
A.D. Police (TV),TV,Unknown,12,False,AIC
Yuke! Shouei-kun,ONA,Unknown,6,False,
Drifters: Kokuou-sama Goranshin,Special,Unknown,1,False,Hoods Drifters Studio
Two on the Road: Itsumo Futari de,OVA,Original,2,False,
Lily C.A.T.,Movie,Original,1,False,Studio Pierrot
Wu Geng Ji,ONA,Manga,30,False,Sparkly Key Animation Studio
Neko no Dayan,TV,Novel,52,False,Kachidoki Studio
G-9,OVA,Unknown,1,False,Toei Animation
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,Movie,Original,1,False,Studio Pierrot
Shinsekai yori,TV,Novel,25,False,A-1 Pictures
Nano Invaders,TV,Original,52,False,
Densetsu Kyojin Ideon: Sesshoku-hen,Movie,Unknown,1,False,Sunrise
Kogitsune no Okurimono,OVA,Unknown,1,False,
Mermaid&#039;s Scar,OVA,Manga,1,False,Madhouse
Arslan Senki (TV),TV,Manga,25,False,SANZIGEN
Sonic X,TV,Game,78,False,TMS Entertainment
Hoshi no Koe,OVA,Original,1,False,CoMix Wave Films
Chou Kuse ni Narisou,TV,Manga,39,False,Studio Kyuuma
Qin Shi Ming Yue: Wanli Changcheng,TV,Novel,37,False,Sparkly Key Animation Studio
Kyoto Animation: Kasa-hen,Special,Original,1,False,Kyoto Animation
Gunslinger Girl: Il Teatrino OVA,OVA,Manga,2,False,Artland
Soukyuu no Fafner: Dead Aggressor - The Beyond,Unknown,Original,0,False,Xebec Zwei
Bakutou Sengen Daigunder,TV,Original,39,False,Nippon Animation
Meiken Jolie,TV,Novel,52,False,Visual 80
Channel 5.5 4th Season,ONA,Unknown,4,False,DLE
Funny Pets,TV,Unknown,12,False,
Kamiusagi Rope 2,Movie,Original,12,False,
Gekkou Shokudou,Music,Music,1,False,
Jormungand: Perfect Order,TV,Manga,12,False,White Fox
Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials,Special,Game,4,False,ufotable
Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,Movie,Card game,1,False,
Ganbare! Kickers: Hitoribocchi no Ace Striker,Special,Manga,1,False,Studio Pierrot
Bobobo-bo Bo-bobo Recap,Special,Unknown,1,False,Toei Animation
Eat You Up/Bunny,Music,Unknown,1,False,
Boku no Chikyuu wo Mamotte,OVA,Manga,6,False,Production I.G
Nil Admirari no Tenbin,TV,Visual novel,12,True,Zero-G
Montana Jones,TV,Original,52,False,Studio Junio
Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi,Special,Original,12,False,DLE
I: Wish You Were Here,TV,Original,4,False,Gonzo
Kaichou wa Maid-sama!: Omake dayo!,Special,Manga,1,False,J.C.Staff
Cinderella Girls Gekijou Specials,Special,4-koma manga,2,False,Gathering
Tales of the Abyss Special Fan Disc,Special,Unknown,2,False,Sunrise
Shujii no Inbou,OVA,Visual novel,2,False,Y.O.U.C
Kokuen,Music,Music,1,False,
Kansen: Ball Buster The Animation,OVA,Visual novel,1,False,
Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,Movie,Unknown,1,False,
Ishida to Asakura,TV,Manga,12,False,
Pokemon Best Wishes! Season 2: Episode N,TV,Game,14,False,OLM
Urarochi Diamond,OVA,Unknown,1,False,Studio 4°C
Johnny Cypher,TV,Unknown,130,False,
Rule,Movie,Unknown,1,False,
1/100 Rice Planting,ONA,Original,1,False,
Shiratori Reiko de Gozaimasu!,OVA,Manga,1,False,Ajia-Do
Shiritori Oukoku,TV,Unknown,3,False,
Hiyoko no Basket Movie: Last Game 0401,ONA,Manga,1,False,
Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,OVA,Manga,2,False,Office Take Off
World Destruction: Sekai Bokumetsu no Rokunin,TV,Game,13,False,Production I.G
Hadashi Neko,Special,Unknown,1,False,
Ane Log: Moyako Neesan no Tomaranai Monologue,OVA,Manga,3,False,Brain&#039;s Base
Ghost in the Shell: Stand Alone Complex,TV,Manga,26,False,Production I.G
Cure Miracle to Mofurun no Mahou Lesson,Movie,Original,1,False,
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Aidoru!? Nihon Ikkai Dai-Sug,Special,Manga,1,False,
Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,Special,Original,4,False,Satelight
Xiong Chumo Zhi: Xue Ling Xiong Feng,Movie,Original,1,False,
?/Sankaku no Rhythm/Trump no Arasoi,Movie,Original,1,False,
Gosho Aoyama&#039;s Collection of Short Stories,Special,Unknown,7,False,TMS Entertainment
Chimuchimucheri ChimChimCheree,Music,Music,1,False,
Ulysses: Jeanne d&#039;Arc to Renkin no Kishi,TV,Light novel,0,False,
Sobakasu,Music,Music,1,False,
Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,OVA,Visual novel,1,False,J.C.Staff
Hamelin no Violin Hiki: The Movie,Movie,Manga,1,False,Nippon Animation
Clover 4/3,ONA,Unknown,24,False,
Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo,OVA,Unknown,1,False,Toei Animation
Kuroko no Basket: Oshaberi Shiyou ka,Special,Unknown,1,False,Production I.G
Momon&#039;s Sand Witch Bangai-hen: Tanu no Kyuujitsu,ONA,Unknown,1,False,
Transformers: Robot Masters,Special,Unknown,2,False,
Forestry,Special,Unknown,1,False,
Yama no Susume: Second Season,TV,Manga,24,False,8bit
Allison to Lillia,TV,Light novel,26,False,Madhouse
Akuma-kun: Youkoso Akuma Land e!!,Movie,Unknown,1,False,Toei Animation
Kero Kero Keroppi no Daibouken: Fushigi na Mame no Ki,Movie,Unknown,1,False,
Rokushin Gattai GodMars: Juunana-sai no Densetsu,OVA,Unknown,1,False,
Phantom of the Kill: Zero kara no Hangyaku,Movie,Game,1,False,Production I.G
Detective Conan Movie 06: The Phantom of Baker Street,Movie,Manga,1,False,TMS Entertainment
Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,OVA,Visual novel,1,False,Nomad
Ginga Tetsudou Monogatari,TV,Original,26,False,Planet
Cyborg 009,Movie,Manga,1,False,Toei Animation
Heart Beat,Music,Original,1,False,
Dirty Pair Flash 3,OVA,Light novel,5,False,Sunrise
Meiji Tokyo Renka Movie: Hanakagami no Fantasia,Movie,Game,1,False,Studio Deen
Afro Samurai,TV,Original,5,False,Gonzo
Gokukoku no Brynhildr,TV,Manga,13,False,Arms
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,ONA,Unknown,4,False,
Papa to Kiss in the Dark,OVA,Light novel,2,False,TNK
Galaxy Angel Rune,TV,Unknown,13,False,Satelight
Choukou Tenshi Escalayer,OVA,Visual novel,3,False,
Break Blade 2: Ketsubetsu no Michi,Movie,Manga,1,False,Production I.G
Higashi no Eden Movie II: Paradise Lost,Movie,Original,1,False,Production I.G
Inmu 2,OVA,Original,2,False,
Netoraserare,OVA,Manga,2,False,
Pokemon: Mewtwo! Ware wa Koko ni Ari,Special,Game,1,False,OLM
Starmyu 2nd Season,TV,Original,12,False,C-Station
Rokumon Tengai Mon Colle Knights Movie: Densetsu no Fire Dragon,Movie,Card game,1,False,
Timing,ONA,Unknown,1,False,
Kara no Kyoukai 6: Boukyaku Rokuon,Movie,Light novel,1,False,ufotable
Pelican Road Club Caroucha,OVA,Manga,1,False,Studio World
00:08,Movie,Unknown,1,False,
Guomin Laogong Dai Huijia 2nd season,ONA,Novel,12,False,G.CMay Animation &amp; Film
Ucchare Goshogawara,OVA,Manga,1,False,J.C.Staff
Jungle Taitei,TV,Manga,52,False,Mushi Production
Gamers!,TV,Light novel,12,False,Pine Jam
Hello Kitty: Ringo no Mori no Mystery,TV,Unknown,13,False,Asahi Production
L/R: Licensed by Royal Special,Special,Original,1,False,TNK
Golden Time,TV,Light novel,24,False,J.C.Staff
Ohayo! Spank (Movie),Movie,Unknown,1,False,TMS Entertainment
Maria-sama ga Miteru 3rd,OVA,Light novel,5,False,Studio Deen
Haru no Ashioto The Movie: Ourin Dakkan,Movie,Visual novel,1,False,Asahi Production
Dasshutsu Gasshapon,ONA,Game,10,False,
Five Star Stories,Movie,Manga,1,False,Sunrise
Rance 01: Hikari wo Motomete The Animation,OVA,Visual novel,4,False,Seven
Double Hard,ONA,Unknown,26,False,Next Media Animation
Chinpui,TV,Manga,56,False,Kyoto Animation
Scandal,ONA,Music,12,False,
Jewelpet Sunshine,TV,Original,52,False,Studio Comet
Hetalia: The Beautiful World Specials,Special,Unknown,4,False,Studio Deen
Gokujo.: Souda Onsen ni Ikou!!,Special,Manga,1,False,
Hikari to Mizu no Daphne,TV,Original,24,False,J.C.Staff
Xiong Chumo Zhi: Xiong Zin Guilai,Movie,Original,1,False,
Gensei Shugoshin P-hyoro Ikka OVA,OVA,Unknown,3,False,
Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,Movie,Manga,1,False,
Persona 4 the Animation: Mr. Experiment Shorts,Special,Unknown,5,False,AIC A.S.T.A.
Nuwa Chengzhang Riji,ONA,Novel,30,False,G.CMay Animation &amp; Film
Chengyu Donghua Lang,TV,Unknown,180,False,
Tokubetsu Byoutou,OVA,Visual novel,2,False,
Youbi Masochist Animation,OVA,Unknown,2,False,
Dark Shell: Ori no Naka no Namameki,OVA,Original,2,False,
DušaN,Music,Music,1,False,
Shin Seikimatsu: Yatsuto no Souguu,ONA,Unknown,5,False,
Uchuu Senkan Yamato Pilot Film,Special,Original,1,False,
Mikeneko Holmes no Yuurei Joushu,OVA,Unknown,1,False,
Nyanbo!,TV,Manga,26,False,Shirogumi
Submarine 707R,OVA,Manga,2,False,Production Reed
Kamen no Marionette-tachi,Movie,Original,1,False,
Hamster Sam,TV,Unknown,4,False,
Ultra Nyan 2: The Great Happy Operation,Movie,Unknown,1,False,
Kick no Oni (1971),Movie,Unknown,1,False,Toei Animation
Nanatsu no Hoshi,OVA,Unknown,1,False,
Bikini Warriors OVA,OVA,Other,5,True,feel.
Hakkenden: Touhou Hakken Ibun,TV,Manga,13,False,Studio Deen
Kobutori (1929),Movie,Other,1,False,
84 Taekwon V,Movie,Unknown,1,False,
Kengan Ashura,Unknown,Manga,0,False,
Malay Oki Kaisen,Movie,Original,1,False,
Osomatsu-san,TV,Manga,25,False,Studio Pierrot
Dynamic Chord,TV,Visual novel,12,False,Studio Pierrot
Tokyo Fantasia,Movie,Unknown,1,False,
Blade,TV,Other,12,False,Madhouse
Afro Samurai Movie,Movie,Original,1,False,Gonzo
DNA Sights 999.9,OVA,Manga,1,False,Madhouse
Shameshrine Andorora,OVA,Original,1,False,
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,Movie,Unknown,1,False,Toei Animation
Ranma ½: Totteoki Talk Best of Memories,OVA,Unknown,1,False,
Shin Tenchi Muyou! Specials,Special,Unknown,6,False,
Meiou Project Zeorymer,OVA,Manga,4,False,AIC
Anime Sanjuushi,TV,Novel,52,False,Studio Gallop
"Dakara Boku wa, H ga Dekinai.",TV,Light novel,12,False,feel.
Cluster A,Music,Music,1,False,
Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,OVA,Unknown,2,False,
Ling Yu,ONA,Novel,10,False,Haoliners Animation League
Date A Live: Encore,OVA,Light novel,1,False,Production IMS
Ninja Mono,OVA,Original,2,False,
Ana no Oku no Ii Tokoro,OVA,Manga,2,False,
Princess Army: Wedding★Combat,OVA,Manga,2,False,J.C.Staff
Fabre-sensei wa Meitantei,TV,Book,26,False,E&amp;G Films
Mikagura Gakuen Kumikyoku,Music,Music,5,False,
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Movie,Manga,1,False,Toei Animation
Estima: Sense of Wonder,ONA,Original,13,False,
Kuroko no Basket: Oshaberi Shiyokka,Special,Unknown,1,False,Production I.G
Baku Ane 2: Otouto Ippai Shibocchau zo! The Animation,OVA,Visual novel,0,True,Seven
Seikon no Qwaser II Picture Drama,Special,Unknown,4,False,TAKI Corporation
Noir,TV,Original,26,False,Bee Train
Hi no Tori: Uchuu-hen,OVA,Unknown,1,False,Madhouse
Haiyoru! Nyaruani: Remember My Love(craft-sensei),TV,Light novel,11,False,DLE
Chikan Juunin-tai The Animation,OVA,Original,5,False,
Senki Zesshou Symphogear,TV,Original,13,False,Satelight
Ghost in the Shell: Stand Alone Complex - The Laughing Man,Special,Manga,1,False,Production I.G
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,Movie,Original,1,False,Sunrise
Shui Naodai,Special,Original,1,False,
Doraemon Movie 18: Nobita no Nejimaki City Boukenki,Movie,Unknown,1,False,
.hack//G.U. Trilogy: Parody Mode,Special,Game,1,False,
Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,Special,Original,1,False,Studio Pierrot
Nijuu Mensou no Musume,TV,Manga,22,False,Bones
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,Special,Original,1,False,Sunrise
Masou Gakuen HxH,TV,Light novel,12,False,Production IMS
Kizu darake no Tenshi-tachi,OVA,Unknown,1,False,
Hidan no Aria,TV,Light novel,12,False,J.C.Staff
Teekyuu 3 Specials,Special,Manga,2,False,MAPPA
Tokyo Vice,OVA,Unknown,1,False,J.C.Staff
Tsubasa to Hotaru (2016),Special,Manga,3,False,J.C.Staff
Kunimatsu-sama no Otoridai,TV,Unknown,46,False,
Lostorage Conflated WIXOSS,TV,Card game,0,True,J.C.Staff
Stairs: Houkago no Album,OVA,Manga,1,False,
Ruri-iro Princess,OVA,Manga,2,False,Studio Pierrot
Rikujou Bouei-tai Mao-chan,TV,Original,26,False,Xebec
Harley Spiny,TV,Unknown,140,False,
Tama & Friends: Uchi no Tama Shirimasenka?,TV,Original,0,True,Kachidoki Studio
Harukana Receive,TV,Manga,0,False,C2C
Iwata Kunchi no Obaachan,OVA,Unknown,1,False,Toei Animation
"Ore, Twintail ni Narimasu.",TV,Light novel,12,False,Production IMS
Tokyo Ghoul:re 2nd Season,TV,Manga,12,False,
Ozanari Dungeon: Kaze no Tou,OVA,Manga,3,False,Telecom Animation Film
White Album 2 Picture Drama,Special,Visual novel,2,False,Satelight
The iDOLM@STER SideM,TV,Game,13,False,A-1 Pictures
You Shoumei Bijutsukan Line,OVA,Unknown,1,False,Toei Animation
A-Channel: Nabe wo Tabeyou,Special,4-koma manga,1,False,Studio Gokumi
Super Real Mahjong: Kasumi Miki Shouko no Hajimemashite,OVA,Game,1,False,
JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,TV,Manga,24,False,David Production
Shinmai Maou no Testament,TV,Light novel,12,False,Production IMS
12-sai.: Chicchana Mune no Tokimeki,TV,Manga,12,False,OLM
Jim Button,TV,Book,26,False,Eiken
Onaka Hime,ONA,Unknown,3,False,
Ali Baba to 40-hiki no Touzoku,Movie,Unknown,1,False,Toei Animation
Colorful,TV,Manga,16,False,Triangle Staff
Mobile Suit Gundam I,Movie,Original,1,False,Sunrise
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,Light novel,0,False,
Macross Plus Movie Edition,Movie,Original,1,False,Triangle Staff
"Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi",Movie,Manga,1,False,Wit Studio
Count Down,Movie,Unknown,1,False,
Lovely Day: Boku to Kanojo no Nana Nichikan,OVA,Manga,1,False,
Futari wa Precure: Max Heart Movie 1,Movie,Original,1,False,Toei Animation
Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,Music,Unknown,1,False,
Majin Bone,TV,Game,52,False,Toei Animation
Joukyuusei,Music,Music,1,False,
Kuripuri*Kuripura,Movie,Unknown,1,False,
Brandish,OVA,Manga,2,False,Studio Eromatick
Padak Padak,Movie,Original,1,False,
Saki Achiga-hen: Episode of Side-A Specials,Special,Manga,4,False,Studio Gokumi
Ohoshisama no Rail,Movie,Novel,1,False,Madhouse
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",OVA,Light novel,1,False,Studio Deen
Ore wa Kanojo wo Shinjiteru!,OVA,Visual novel,1,False,
Shoujo x Shoujo x Shoujo The Animation,OVA,Manga,2,False,
Mai-Otome,TV,Original,26,False,Sunrise
Gdleen,OVA,Unknown,1,False,
"Panpaka Pants Matsuri Movie: Purin Ara, Domo",Movie,Original,1,False,DLE
Robotic Girl,Music,Music,1,False,
Fukigen na Mononokean,TV,Web manga,13,False,Pierrot Plus
Michi (Music),Music,Music,1,False,
X Densha de Ikou,OVA,Novel,1,False,Madhouse
Bokura Mangaka: Tokiwasou Monogatari,Special,Unknown,1,False,Toei Animation
Aishen Qiaokeli-ing...,ONA,Web manga,15,False,G.CMay Animation &amp; Film
Fullmetal Alchemist: Brotherhood,TV,Manga,64,False,Bones
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,Movie,Original,1,False,Sunrise
Next A-Class,ONA,Original,1,False,Production I.G
Catblue: Dynamite,ONA,Unknown,1,False,
Coffee Tadaiku,Movie,Unknown,1,False,
Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,Special,Unknown,1,False,A.C.G.T.
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,TV,Web manga,10,False,Diomedea
Samurai Gun Special,Special,Manga,1,False,Studio Egg
Eddie the Fast Break,TV,Unknown,0,True,
Hetalia Axis Powers Fan Disc,OVA,Web manga,1,False,Studio Deen
Barbapapa (1977),TV,Picture book,48,False,Topcraft
Sore Ike! Anpanman: Anpanman to Christmas no Hoshi,Special,Unknown,1,False,TMS Entertainment
Persona 3 the Movie Meets “Walkman”,ONA,Game,1,False,A-1 Pictures
Maya no Isshou,Movie,Unknown,1,False,
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,Special,Game,0,True,
Pendant,OVA,Unknown,3,False,
Dance with Devils: Fortuna,Movie,Original,1,False,Brain&#039;s Base
Kamen Rider Den-O: Imagin Anime 3,OVA,Unknown,12,False,
Attack No.1: Namida no Fushichou,Movie,Unknown,1,False,
Aki no Kanade,Movie,Original,1,False,J.C.Staff
Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi,Movie,Game,1,False,OLM
Android Ana Maico 2010,TV,Manga,24,False,
Wolf&#039;s Rain OVA,OVA,Original,4,False,Bones
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,Movie,Original,1,False,Toei Animation
Kakuchou Shoujo-kei Trinary,ONA,Original,34,False,feel.
Internal Medicine,OVA,Visual novel,2,False,
Death March kara Hajimaru Isekai Kyousoukyoku,TV,Light novel,12,False,Silver Link.
Saint Seiya,TV,Manga,114,False,Toei Animation
Meganebu!,TV,Other,12,False,Studio Deen
Seisenshi Dunbine,TV,Original,49,False,Sunrise
Kaikan Phrase,TV,Manga,44,False,Studio Hibari
Mini Van,TV,4-koma manga,37,False,DLE
gdgd Fairies,TV,Original,12,False,
Moudouken Quill no Isshou,OVA,Unknown,1,False,
Harukanaru Toki no Naka de: Hachiyou Shou Specials,Special,Visual novel,8,False,
Hi☆sCoool! SeHa Girls,TV,Other,13,False,TMS Entertainment
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,Movie,Game,1,False,A-1 Pictures
Koi Koi 7,TV,Manga,13,False,Studio Flag
Enzai,OVA,Visual novel,2,False,
Yuu no Mahou,Music,Music,1,False,
Lupin III vs. Detective Conan,Special,Unknown,1,False,TMS Entertainment
Binan Koukou Chikyuu Boueibu LOVE! LOVE!,TV,Original,12,False,Studio Comet
Goldfish Fetish,Movie,Original,1,False,
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Movie,Light novel,1,False,Studio Deen
Onimaru: Senjou ni Kakeru Itsutsu no Seishun,OVA,Unknown,1,False,Madhouse
Capricorn,OVA,Manga,1,False,
Monster Strike,ONA,Game,51,False,Studio Hibari
69 Pink Riders,OVA,Unknown,1,False,
All Out!!,TV,Manga,25,False,Madhouse
Katekyo Hitman Reborn!,TV,Manga,203,False,Artland
Bokurano Recap,Special,Manga,1,False,Gonzo
Greek Roman Sinhwa: Olympus Guardian (Movie),Movie,Unknown,1,False,
Tsukiyomi,Music,Music,1,False,
Sunabouzu,TV,Manga,24,False,Gonzo
Aria The Natural: Sono Futatabi Deaeru Kiseki ni...,Special,Unknown,1,False,Hal Film Maker
Salamander,OVA,Game,3,False,Studio Pierrot
Gakuen: Chijoku no Zushiki,OVA,Unknown,2,False,
Teekyuu 6 Specials,Special,Manga,2,False,Millepensee
Nowisee,Music,Original,24,False,
Yozakura Quartet,TV,Manga,12,False,Nomad
Grey: Digital Target,Movie,Unknown,1,False,
